,Description,Fixing_time,Severity,Priority
29,"Created by Dwight Chang (dcrs6000@pacbell.net) on Friday, April 10, 1998 6:35:06 PM PDT
Additional Details :
Hardware: IBM RS/6000
Operating System: AIX 4.2.1

Problem:
  I noticed that h_page.c and hash.c did not compile
because:
            BYTE_ORDER    BIG_ENDIAN
were not defined.  There seems to be a problem with the
mcom_db.h include file.  Not sure, but I think there are
some unmatched ""endif"".  The result of which is that the:
      #include <sys/machine.h>
statement is not activated.  Which result in the undefined
references.

Question:
  Is there a way to get the ""gmake -ek"" command to use
the GNU gcc, g++, c++ compliers that are in my
/usr/local/bin directory?  Everytime I executed
gmake -ek command I ended up using AIX''s ""c"" compiler.
I do not have a ""c++"" compiler from IBM.  The only
""c++"" compiler I have is the GNU one which resides
in the /usr/local/bin directory.",138,normal,P3
30,"Created by Ken Camann (camannk@hotmail.com) on Friday, April 10, 1998 8:31:00 PM PDT
Additional Details :
When I try to compile CLIENT.MAK, I (eventually) get to a
point where GMAKE reports it cannot find the library file
""uuid2.lib"". I have looked and I don
Updated by Ludovic Dubost (ludovic@netscape.com) on Tuesday, April 14, 1998 2:18:02 AM PDT
Additional Details :

RTFM.. In the build instructions is indicated

if you are running VC++ 5.0 or higher: set _MSC_VER=1100

In MSVC 5.0 the uuid2.lib has been merged into uuid.lib",138,critical,P1
31,"Created by Lars Clausen (larsrc@irisa.fr) on Saturday, April 11, 1998 4:21:01 AM PDT
Updated by Lars Clausen (larsrc@irisa.fr) on Saturday, April 11, 1998 4:25:35 AM PDT
Additional Details :
Close two of the toolbar items, then open them right-most first.  Or close
them all and open them again.  Severe visual defects follow (toolbar children
whited out, page view disappears, noise in status box, incorrect height
calculation for toolbox or other.  This may be one or more actual bugs.
Updated by Steve Lamm (slamm@netscape.com) on Thursday, April 30, 1998 10:28:58 AM PDT
Additional Details :
Ramiro has been working on this.  Reassigning to him.",164,minor,P2
32,"Created by Darrell Kindred (dkindred=mozilla@cs.cmu.edu) on Saturday, April 11, 1998 12:31:29 PM PDT
Additional Details :
In Navigator 19980408, in a table with WIDTH specified,
PRE blocks don''t have their linebreaks preserved.
You can see this bug here:

http://www.cs.cmu.edu/People/dkindred/bugs/moz/table-pre.html",150,normal,P3
33,"Created by Rick Osborne (rick@rixsoft.com) on Saturday, April 11, 1998 9:04:15 PM PDT
Additional Details :
(In the continuing quest to eliminate even compiler warnings
... )

I don
Updated by Wan-Teh Chang (wtc@netscape.com) on Monday, April 13, 1998 6:08:14 PM PDT
Additional Details :
This has been fixed in revision 3.2 of
ns/nsprpub/pr/src/md/windows/ntinrval.c.

Thanks for reporting this problem and
providing a fix.

Mark the bug closed.
Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, April 24, 1998 12:32:59 PM PDT
Additional Details :
Assigned the bug to myself and closed the bug.
It's fixed.",999,trivial,P3
34,"Created by Rick Osborne (rick@rixsoft.com) on Saturday, April 11, 1998 10:36:56 PM PDT
Additional Details :
(In the continuing quest to eliminate even compiler warnings
... )

Ever more compiler directives mucking with variable scopes.

--- pruthr.c	Sun Apr 12 01:39:09 1998
+++ pruthr.old.c	Wed Apr 08 17:55:09 1998
@@ -440,5 +440,3 @@ void _PR_UserRunThread(void)
     PRThread *thread = _PR_MD_CURRENT_THREAD();
-#ifndef _PR_GLOBAL_THREADS_ONLY /* calls to var get thrown
out */
     PRIntn is;
-#endif

@@ -522,5 +520,3 @@ void _PR_UserRunThread(void)
         {
-#ifndef _PR_GLOBAL_THREADS_ONLY /* calls to var get thrown
out */
             PRInt32 is;
-#endif
             _PR_INTSOFF(is);
@@ -536,8 +532,3 @@ void _PR_SetThreadPriority(PRThread *thr
     PRThread *me = _PR_MD_CURRENT_THREAD();
-#ifndef _PR_GLOBAL_THREADS_ONLY
-    /* since this is all macro''ed, we get a warning in the
-       above case due to the compiler throwing out the call
-       and thinking the var goes unreferenced */
     PRIntn is;
-#endif

@@ -605,5 +596,3 @@ static void _PR_Suspend(PRThread *thread
 {
-#ifndef _PR_GLOBAL_THREADS_ONLY
     PRIntn is;
-#endif
     PRThread *me = _PR_MD_CURRENT_THREAD();
@@ -663,5 +652,3 @@ static void _PR_Resume(PRThread *thread)
     PRThreadPriority pri;
-#ifndef _PR_GLOBAL_THREADS_ONLY
     PRIntn is;
-#endif
     PRThread *me = _PR_MD_CURRENT_THREAD();
@@ -1054,5 +1041,3 @@ PR_IMPLEMENT(PRThread*)
_PR_CreateThread
     char *top;
-#ifndef _PR_GLOBAL_THREADS_ONLY
     PRIntn is;
-#endif
     PRIntn native = 0;
@@ -1374,5 +1359,3 @@ PR_IMPLEMENT(PRThread*)
_PRI_AttachThrea
     if (thread) {
-#ifndef _PR_GLOBAL_THREADS_ONLY /* calls to var get thrown
out */
         PRIntn is;
-#endif

@@ -1437,5 +1420,3 @@ PR_IMPLEMENT(void)
PR_DetachThread(void)
 {
-#ifndef _PR_GLOBAL_THREADS_ONLY /* calls to var get thrown
out */
     PRIntn is;
-#endif
     PRThread *me = _PR_MD_CURRENT_THREAD();
@@ -1473,5 +1454,3 @@ PR_IMPLEMENT(PRStatus)
PR_JoinThread(PRT
 {
-#ifndef _PR_GLOBAL_THREADS_ONLY /* calls to var get thrown
out */
     PRIntn is;
-#endif
     PRCondVar *term;
Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, April 24, 1998 12:34:52 PM PDT
Additional Details :
Assigned bug to myself.",347,trivial,P3
35,"Created by Kartik Subbarao (subbarao@computer.org) on Sunday, April 12, 1998 2:08:10 PM PDT
Additional Details :
When trying to open the home page, the debug version of
Mozilla dies with this assertion failure on HP-UX 10.20:

Assertion failed: expected_pixel == color.pixel, file
colors.c, line 903

Running it under the debugger:
expected_pixel = 0
color.pixel = 1

color = struct XColor {
    pixel = 1;
    red = 0;
    green = 0;
    blue = 0;
    flags = ''^@'' (\000);
    pad = ''^@'' (\000);
}

Looks like it''s trying to allocate a color for black, and it
expects to get assigned pixel 0, but is instead being
assigned pixel 1. At least this is what it looks like at a
superficial level.",248,critical,P5
36,"Created by Rick Osborne (rick@rixsoft.com) on Sunday, April 12, 1998 6:19:29 PM PDT
Additional Details :
(In the continuing quest to eliminate even compiler warnings
... )

The compiler was complaining that it wanted it to return
something.  I cast
it as void to shut the compiler up.

--- join.c      Sun Apr 12 02:22:33 1998
+++ join.old.c  Wed Apr 08 17:55:11 1998
@@ -69,4 +69,3 @@

-/* Cast as void to eliminate compiler warnings */
-static void Test_Result (int result)
+static Test_Result (int result)
{
Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, April 24, 1998 12:41:25 PM PDT
Additional Details :
Assigned bug to myself and closed the bug.
This is fixed in ns/nsprpub/pr/tests/join.c,
revision 3.2.",998,trivial,P3
37,"Created by Rick Osborne (rick@rixsoft.com) on Sunday, April 12, 1998 6:20:34 PM PDT
Additional Details :
(In the continuing quest to eliminate even compiler warnings
... )

Yet another ''I want to return something'' warning.

Also, me in my stupor, I''ve had my diffs backwards all night
and didn''t realize it.  Oops.  It''s what I get for
programming at this time of night.

--- parent.old.c        Wed Apr 08 17:55:13 1998
+++ parent.c    Sun Apr 12 02:37:27 1998
@@ -36,3 +36,4 @@

-static PrintUsage(void)
+/* Cast as void to eliminate compiler warnings about no
return */
+static void PrintUsage(void)
{
Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, April 24, 1998 12:42:25 PM PDT
Additional Details :
Assigned the bug to myself and closed the bug.
This is fixed in ns/nsprpub/pr/tests/parent.c,
revision 3.2.",998,trivial,P3
38,"Created by Rick Osborne (rick@rixsoft.com) on Sunday, April 12, 1998 6:21:26 PM PDT
Additional Details :
(In the continuing quest to eliminate even compiler warnings
... )

Yet another ''I want to return something'' warning, and a
couple of unreferenced vars to boot.  Gee, Wally, this is
getting exciting!

--- select2.old.c       Wed Apr 08 17:55:15 1998
+++ select2.c   Sun Apr 12 02:46:35 1998
@@ -66,3 +66,4 @@

-static Test_Result (int result)
+/* Cast as void to avoid ''no return value'' warnings */
+static void Test_Result (int result)
{
@@ -106,3 +107,4 @@
     PRNetAddr serverAddr;
-    PRThread *WorkerThread;
+    /* We never use this, so why do we have it here? */
+    /* PRThread *WorkerThread; */

@@ -187,3 +189,4 @@
     PRNetAddr serverAddr;
-    PRThread *WorkerThread;
+    /* Never use this one, either */
+    /* PRThread *WorkerThread; */

Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, April 24, 1998 12:43:24 PM PDT
Additional Details :
Assigned bug to myself.  Closed the bug.
This is fixed in ns/nsprpub/pr/tests/select2.c,
revision 3.2.",998,trivial,P3
39,"Created by Rick Osborne (rick@rixsoft.com) on Sunday, April 12, 1998 6:22:17 PM PDT
Additional Details :
(In the continuing quest to eliminate even compiler warnings
... )

Simple fix.  Initial streams is always positive and some
equality tests were done agains another unsigned, so I
changed it to unsigend to stave off the warnings.  Other
code only increments or converts from a command-line value. 
(You can''t have negative streams, anyway, unless maybe
you''re in Bizarro-nix.)

--- thruput.old.c       Wed Apr 08 17:55:15 1998
+++ thruput.c   Sun Apr 12 02:56:23 1998
@@ -53,3 +53,3 @@
static PRInt32 xport_buffer = -1;
-static PRInt32 initial_streams = 1;
+static PRUint32 initial_streams = 1; /* no negative,
eliminate a warning */
static PRInt32 buffer_size = BUFFER_SIZE;
Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, April 24, 1998 12:47:44 PM PDT
Additional Details :
Assigned the bug to myself.  Closed the bug.
This is fixed in ns/nsprpub/pr/tests/thruput.c,
revision 3.2.",998,trivial,P3
40,"Created by Rick Osborne (rick@rixsoft.com) on Sunday, April 12, 1998 6:23:11 PM PDT
Additional Details :
(In the continuing quest to eliminate even compiler warnings
... )

We''re back to compiler directives mucking with var scope. 
The fun.

--- jsstubs.old.c       Wed Apr 08 17:52:13 1998
+++ jsstubs.c   Sun Apr 12 03:16:21 1998
@@ -304,3 +304,5 @@
     JSSavedState saved;
+#ifdef JAVA /* only referenced if defined */
     const char *cstr;
+#endif

@@ -324,3 +326,5 @@

+#ifdef JAVA /* only referenced if defined */
   do_exit:
+#endif
     exitJS(env, self, cx, jso, &saved);
@@ -496,4 +500,6 @@
     JSSavedState saved;
+#ifdef JAVA /* only referenced if defined */
     JSString *jsstr;
     char *cstr;
+#endif
     struct java_lang_String *ret;
Updated by Mike McCabe (mccabe@netscape.com) on Wednesday, April 29, 1998 8:42:20 AM PDT
Additional Details :
I poked in the changes... they followed the same pattern as many existing
#ifdefs in the file.",987,trivial,P5
41,"Created by Hisakuni Fujimoto (hisa@imasy.or.jp) on Monday, April 13, 1998 12:07:40 AM PDT
Additional Details :
In function ConvertUnixPathToMacPath() of ./ns/nsprpub/pr/
src/md/mac/macio.c.

both 03-31, 04-08 version.

If one of HDD volumes name starts with some specified
strings (dev, bin, etc) , display debug message ""Unable to
translate Unix file path %s to Mac path"" and immediately
exit.

patch for my Macintosh environment only bellow...

--- macio.c.orig	Mon Mar 30 18:15:06 1998
+++ macio.c	Thu Apr  9 16:42:46 1998
@@ -1258,3 +1258,3 @@

-		else if (strncmp(unixPath, ""/dev"", strlen(""/dev"")) =
= 0) {
+		else if (strcmp(unixPath, ""/dev"") == 0) {
 			dprintf(""Unable to translate Unix file path %s
to Mac path\n"", unixPath);
@@ -1731,3 +1731,3 @@

-		else if (strncmp(unixPath, ""/dev"", strlen(""/dev"")) =
= 0) {
+		else if (strcmp(unixPath, ""/dev"") == 0) {
 			dprintf(""Unable to translate Unix file path %s
to Mac path\n"", unixPath);


Updated by Mike Pinkerton (pinkerton@netscape.com) on Monday, April 13, 1998 12:20:40 PM PDT
Additional Details :
The fix we are implementing is to remove the lines that check for /dev /bin /etc
because they are pointless. I should be able to have a volume called ""dev"" if I
want to.
Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, April 24, 1998 12:49:58 PM PDT
Additional Details :
Assigned bug to myself.

This has been fixed in ns/nsprpub/pr/src/md/mac/macio.c,
revision 3.2, as Mike Pinkerton outlined above.

Closed the bug.
Updated by Wan-Teh Chang (wtc@netscape.com) on Friday, April 24, 1998 12:52:20 PM PDT
Additional Details :
Made the ""Summary Description"" more descriptive.",998,normal,P2
42,"Created by Dan McGuirk (mcguirk@indirect.com) on Monday, April 13, 1998 3:22:46 AM PDT
Additional Details :
Pages that are generated as a result of POST''s seem to
always or almost always be expired from the cache when you
try to go back to them.  E.g., pick a bug from the Bugzilla
bugs list, then hit the back button.  With 4.05 the page is
still there but with 5.0 it''s expired.",247,minor,P3
43,"Created by Dan McGuirk (mcguirk@indirect.com) on Monday, April 13, 1998 3:25:18 AM PDT
Additional Details :
Exiting the browser triggers an XP_ASSERT(0) on the
unimplemented function net_CleanupMailtoStub.",359,minor,P3
44,"Created by Dan McGuirk (mcguirk@indirect.com) on Monday, April 13, 1998 3:29:21 AM PDT
Additional Details :
''Netscape'' is the title bar of the Unix NavCenter window.

Should these lines in cmd/xfe/name.h be changed?

#define XFE_NAME      Netscape
#define XFE_PROGNAME  netscape
#define XFE_PROGCLASS Netscape

Also, the copyright notice in cmd/xfe/name.h should
include 1998.",267,trivial,P3
45,"Created by Dan McGuirk (mcguirk@indirect.com) on Monday, April 13, 1998 3:36:04 AM PDT
Additional Details :
Sometimes, closing all of the Mozilla windows is not enough
to get the process to die.  Attaching to the process reveals
that it is in _PR_CPU_Idle.  Only kill -9 will kill the
process.
Updated by Ramiro Estrugo (ramiro@netscape.com) on Wednesday, April 29, 1998 2:36:19 AM PDT
Additional Details :
This problem happened when you opened the nav center frame.  It was fixed by
slamm@netscape.com yesterday.

Updated by Ramiro Estrugo (ramiro@netscape.com) on Wednesday, April 29, 1998 2:37:04 AM PDT
Additional Details :
This problem happened when you opened the nav center frame.  It was fixed by
slamm@netscape.com yesterday.",6966,minor,P2
46,"Created by Dan McGuirk (mcguirk@indirect.com) on Monday, April 13, 1998 4:05:19 AM PDT
Additional Details :
Follow a link to an anchor within the same document, then
hit the back button--you wind up at the previous document,
not the same one but before going to the anchor.  Also,
things get screwed up after this--if you hit forward to go
back to the original document, you subsequently can''t click
on any of the links.",247,normal,P3
47,"Created by Kevin Brannen (kevin@inetspace.com) on Monday, April 13, 1998 12:07:35 PM PDT
Additional Details :
Unable to compile ns/cmd/xfe/XfeWidgets/Xfe/ because
StringDefs.h has XmNlist inside:
	#if XmVersion < 2000
when it should be outside.  There is no XmNlist define in
any of the Motif headers.

Platform: Linux (Slakware 3.4)
Kernel:   2.0.30
X:        XFree 3.3.1 (X11R6)
Motif:    2.0.0 (from Metrolink)
compiler: gcc 2.7.2.1

diff -c:

*** StringDefs.h        Wed Apr  1 21:26:38 1998
--- StringDefs.h.orig   Wed Apr  1 21:27:56 1998
***************
*** 498,507 ****

/*----------------------------------------------------------------------*/
  #if XmVersion < 2000
  #define XmNdragStartCallback
""dragStartCallback""
  #define
XmNcomboBoxType
""comboBoxType""
  #define
XmCComboBoxType
""ComboBoxType""
  #define
XmRComboBoxType
""ComboBoxType""
  #endif
- #define
XmNlist
""list""


#endif
                /* end StringDefs.h             */
--- 498,507 ----

/*----------------------------------------------------------------------*/
  #if XmVersion < 2000
  #define XmNdragStartCallback
""dragStartCallback""
+ #define
XmNlist
""list""
  #define
XmNcomboBoxType
""comboBoxType""
  #define
XmCComboBoxType
""ComboBoxType""
  #define
XmRComboBoxType
""ComboBoxType""
  #endif


#endif
                /* end StringDefs.h             */",139,normal,P3
48,"Created by Jungshik  Shin (jshin@pantheon.yale.edu) on Monday, April 13, 1998 4:19:32 PM PDT
Additional Details :
Open multiple browser windows and make each of them display
web pages
with non-Latin-1 strings as their titles. FrameList menu
display
titles of those pages in Compound text encoding. This is
always the
case in Communicator/Navigator up to 4.05. In Mozilla
(19980331),
it''s not consistently the case. For some pages, Frame List
menu
displays the title correctly while for other pages, Frame
List menu
displays the title in Compound text encoding.
ns/cmd/xfe/src/FrameListmenu.cpp
gets the title of the frame using
XFE_Frame->getTitle().(defined in Frame.cpp).
The way it returns the title of the frame is inconsistent.
Sometimes, it
returns it in locale-dependent encoding and othertimes it
returns it
in Compound Text encoding of Xlib. In the former case, a
subsequent call
to convert locale-dependent encoding to Compound String of
Motif leads
to the correct result while in the latter case, it doesn''t.
Updated by Ramiro Estrugo (ramiro@netscape.com) on Friday, April 24, 1998 9:29:47 PM PDT
Additional Details :
Assigned to ramiro@netscape.com

I think we can fix this by not using XFE_Frame::getTitle() which as you indicate
seems to be flaky.

Instead we can store the title when the back end calls XFE_SetDocTitle() and
used that stored string in the frame.

So that when XFE_FrameListMenu iterates through the frames, it gets what the
backend thinks should be the right thing for the title.  This we know will work,
since titles for documents are not broken in the BE as far as we can tell.",266,normal,P2
